ER30001,ER30002,PCGID68,PCGPN,CDSHID,CHLDINST,PCGINST
5495,36,5495,172,2403,3,2
5498,34,5498,6,2404,3,2
5499,37,5499,202,2406,2,5
5501,45,5501,192,2409,2,1
5501,46,5501,185,2408,2,1
5501,47,5501,186,2407,4,2
5501,48,5501,185,2408,3,1
5501,49,5501,186,2407,7,2
5501,187,5501,186,2407,3,2
5501,188,5501,186,2407,5,2
5501,190,5501,191,2410,3,2
5503,33,5503,189,2412,3,1
5503,35,5503,189,2412,4,1
5503,36,5503,189,2412,5,1
5503,190,5503,189,2412,2,1
5503,192,5503,185,2411,2,1
5503,194,5503,174,2415,3,2
5513,36,5513,32,2418,3,1
5513,37,5513,32,2418,2,1
5515,30,5515,171,2419,2,1
5526,50,5526,16,2420,2,1
5526,51,5526,197,2422,3,1
5526,52,5526,37,2423,3,1
5526,54,5526,208,2421,3,2
5526,55,5526,49,2425,2,1
5527,32,5527,172,2426,3,1
5537,55,5537,192,2430,3,2
5537,56,5537,192,2430,4,2
5537,60,5537,9,2433,1,2
5537,61,5537,185,2434,2,1
5537,62,5537,185,2434,3,1
5537,63,5537,45,2435,2,1
5537,64,5537,193,2436,2,1
5539,43,5539,206,2439,2,1
5542,33,5542,30,2441,2,1
5542,34,5542,30,2441,3,1
5547,42,5547,32,2443,2,1
5547,43,5547,32,2443,5,1
5547,44,5547,32,2443,6,1
5547,47,5547,181,2442,4,2
5547,48,5547,181,2442,5,2
5547,176,5547,32,2443,3,1
5547,177,5547,32,2443,4,1
5547,184,5547,185,2446,3,2
5548,45,5548,40,2450,2,1
5548,47,5548,38,2452,2,1
5548,48,5548,40,2450,3,1
5548,176,5548,177,2448,3,2
5549,43,5549,32,2455,4,2
5549,44,5549,32,2455,5,2
5553,33,5553,173,2456,3,2
5553,34,5553,173,2456,4,2
5560,43,5560,186,2458,4,1
5560,46,5560,186,2458,5,1
5560,47,5560,32,2459,3,1
5560,48,5560,30,2460,3,1
5565,36,5565,174,2463,2,1
5565,37,5565,31,2462,2,1
5565,38,5565,178,2461,3,2
5565,39,5565,174,2463,3,1
5565,40,5565,31,2462,3,1
5566,33,5566,31,2464,4,1
5566,34,5566,175,2465,3,2
5569,43,5569,186,2466,3,2
5569,44,5569,39,2467,2,1
5569,45,5569,201,2468,2,1
5569,46,5569,39,2467,3,1
5570,48,5570,203,2470,4,2
5570,49,5570,203,2470,5,2
5570,50,5570,34,2471,3,1
5570,52,5570,34,2471,4,1
5570,53,5570,12,2469,3,1
5570,56,5570,209,2476,2,1
5570,57,5570,209,2476,3,1
5570,58,5570,209,2476,4,1
5570,59,5570,41,2477,2,1
5570,60,5570,210,2475,2,1
5570,62,5570,215,2474,3,2
5570,63,5570,215,2474,4,2
5570,64,5570,34,2471,5,1
5573,47,5573,190,2478,4,2
5576,42,5576,172,2480,3,2
5576,43,5576,31,2481,4,2
5576,44,5576,31,2481,5,2
5592,35,5592,31,2483,2,1
5592,36,5592,31,2483,3,1
5592,37,5592,177,2482,3,1
5600,33,5600,2,2484,3,1
5600,34,5600,2,2484,4,1
5608,174,5608,172,2485,3,1
5610,35,5610,2,2486,2,1
5610,38,5610,31,2488,2,1
5610,39,5610,33,2487,2,1
5610,40,5610,33,2487,3,1
5610,42,5610,33,2487,4,1
5611,33,5611,30,2489,2,1
5613,50,5613,172,2491,5,3
5613,51,5613,33,2494,2,1
5613,52,5613,33,2494,3,1
5613,57,5613,37,2492,5,3
5613,58,5613,43,2493,2,1
5613,59,5613,172,2491,6,3
5613,201,5613,37,2492,4,3
5614,39,5614,171,2500,3,2
5614,40,5614,31,2496,3,1
5614,41,5614,178,2497,2,1
5614,42,5614,184,2501,2,1
5614,44,5614,178,2497,3,1
5614,45,5614,36,2499,2,1
5614,46,5614,36,2499,3,1
5614,47,5614,36,2499,4,1
5614,48,5614,36,2499,5,1
5614,49,5614,184,2501,5,1
5614,196,5614,195,2498,3,2
5615,187,5615,12,2504,4,2
5615,189,5615,12,2504,5,2
5619,40,5619,33,2506,2,1
5619,41,5619,33,2506,3,1
5619,42,5619,175,2507,3,2
5619,43,5619,33,2506,4,1
5619,44,5619,33,2506,5,1
5619,45,5619,175,2507,5,2
5621,36,5621,177,2509,3,2
5621,37,5621,8,2510,2,1
5621,38,5621,177,2509,4,2
5621,39,5621,172,2511,3,2
5623,56,5623,37,2515,3,1
5623,57,5623,40,2517,3,1
5623,58,5623,33,2514,2,1
5623,59,5623,39,2519,3,1
5623,60,5623,39,2519,2,1
5623,61,5623,45,2520,2,1
5623,62,5623,38,2521,3,2
5623,65,5623,37,2515,4,1
5623,66,5623,203,2525,2,1
5623,68,5623,47,2524,2,1
5623,69,5623,33,2514,3,1
5623,70,5623,40,2517,4,1
5623,71,5623,177,2518,2,1
5623,72,5623,39,2519,4,1
5623,75,5623,40,2517,5,1
5623,76,5623,203,2525,4,1
5623,77,5623,177,2518,3,1
5623,78,5623,49,2522,2,1
5623,80,5623,38,2521,4,2
5623,81,5623,53,2515,5,2
5623,82,5623,38,2521,5,2
5623,83,5623,49,2522,3,1
5623,197,5623,196,2523,2,1
5625,33,5625,32,2526,2,1
5626,36,5626,10,2527,3,1
5628,45,5628,175,2528,3,1
5628,46,5628,34,2530,2,1
5628,47,5628,175,2528,4,1
5628,48,5628,186,2529,4,2
5628,49,5628,41,2531,2,1
5628,51,5628,41,2531,3,1
5628,52,5628,175,2528,5,1
5628,53,5628,34,2530,3,1
5628,54,5628,34,2530,4,1
5628,184,5628,175,2528,2,1
5628,188,5628,186,2529,3,2
5628,195,5628,186,2529,5,2
5634,190,5634,188,2533,2,1
5635,44,5635,180,2534,3,1
5635,45,5635,31,2535,3,1
5635,47,5635,31,2535,4,1
5635,48,5635,184,2536,2,1
5635,49,5635,180,2534,2,1
5636,32,5636,30,2539,3,1
5636,176,5636,30,2539,2,1
5640,36,5640,30,2541,2,1
5640,39,5640,31,2540,3,2
5642,180,5642,30,2543,2,1
5643,32,5643,175,2546,2,1
5646,39,5646,35,2548,2,1
5646,40,5646,35,2548,3,1
5646,41,5646,37,2547,3,1
5646,42,5646,37,2547,4,1
5646,187,5646,37,2547,2,1
5653,36,5653,174,2549,2,1
5655,42,5655,32,2551,3,2
5655,43,5655,36,2552,2,1
5655,44,5655,34,2550,3,2
5655,46,5655,32,2551,4,2
5656,46,5656,44,2555,3,1
5656,194,5656,195,2554,3,1
5660,32,5660,6,2556,3,2
5663,54,5663,32,2557,4,2
5663,55,5663,32,2557,5,2
5664,35,5664,34,2558,5,1
5664,36,5664,32,2559,2,1
5664,179,5664,178,2560,2,1
5664,181,5664,34,2558,3,1
5664,182,5664,34,2558,4,1
5676,37,5676,193,2563,3,2
5676,38,5676,193,2563,5,2
5676,39,5676,34,2561,2,1
5676,197,5676,196,2562,2,1
5676,198,5676,196,2562,3,1
5676,199,5676,196,2562,4,1
5677,46,5677,36,2564,5,1
5677,48,5677,36,2564,6,1
5677,50,5677,36,2564,7,1
5677,51,5677,36,2564,8,1
5677,52,5677,36,2564,9,1
5677,53,5677,36,2564,11,1
5677,54,5677,36,2564,2,1
5678,43,5678,30,2566,4,1
5678,44,5678,34,2568,2,1
5678,46,5678,177,2570,2,1
5680,35,5680,4,2572,1,5
5680,36,5680,4,2572,2,5
5680,37,5680,4,2572,3,5
5680,38,5680,4,2572,4,5
5680,39,5680,173,2571,3,1
5683,44,5683,37,2573,3,2
5683,45,5683,191,2577,3,2
5683,46,5683,39,2578,2,1
5683,47,5683,31,2574,2,1
5683,49,5683,37,2573,4,2
5683,50,5683,37,2573,5,2
5683,51,5683,38,2575,3,2
5683,53,5683,38,2575,4,2
5683,54,5683,215,2579,2,4
5684,44,5684,214,2583,3,1
5684,46,5684,214,2583,4,1
5684,47,5684,211,2581,2,1
5684,48,5684,34,2580,2,1
5684,49,5684,34,2580,3,1
5684,50,5684,211,2581,3,1
5685,33,5685,30,2584,2,1
5685,34,5685,30,2584,3,1
5689,38,5689,198,2585,2,1
5689,40,5689,225,2587,4,2
5692,33,5692,30,2588,3,2
5693,50,5693,37,2590,2,1
5693,51,5693,30,2589,2,1
5693,52,5693,213,2591,2,1
5698,36,5698,32,2593,2,1
5698,37,5698,32,2593,3,1
5706,45,5706,38,2596,2,1
5706,46,5706,38,2596,3,1
5706,47,5706,209,2597,3,2
5706,218,5706,3,2594,4,1
5714,34,5714,33,2598,2,1
5714,35,5714,33,2598,3,1
5714,36,5714,33,2598,4,1
5714,37,5714,32,2599,3,2
5714,179,5714,182,2600,2,1
5748,40,5748,195,2604,2,1
5748,41,5748,32,2606,4,1
5748,42,5748,32,2606,2,1
5748,43,5748,35,2601,2,1
5748,46,5748,32,2606,3,1
5748,49,5748,39,2607,2,1
5757,36,5757,178,2614,3,2
5757,40,5757,178,2614,4,2
5757,41,5757,178,2614,5,2
5757,46,5757,187,2616,3,2
5770,32,5770,174,2617,2,1
5771,31,5771,3,2619,3,2
5771,33,5771,177,2620,4,2
5784,39,5784,32,2621,2,1
5784,40,5784,33,2622,2,1
5801,36,5801,31,2625,2,1
5801,37,5801,32,2626,2,1
5801,38,5801,30,2623,2,1
5801,40,5801,32,2626,3,1
5802,31,5802,175,2627,3,1
5802,186,5802,175,2627,2,1
5812,62,5812,13,2628,2,1
5812,63,5812,34,2631,5,1
5812,64,5812,34,2631,6,1
5812,65,5812,214,2634,3,2
5812,66,5812,40,2630,5,4
5812,67,5812,52,2636,2,1
5812,69,5812,218,2635,3,2
5812,70,5812,214,2634,6,2
5812,71,5812,57,2628,4,3
5812,72,5812,53,2631,7,2
5812,73,5812,47,2633,2,1
5812,74,5812,214,2634,7,2
5812,215,5812,214,2634,4,2
5812,216,5812,214,2634,5,2
5813,37,5813,30,2637,3,2
5813,39,5813,30,2637,4,2
5813,40,5813,34,2638,3,2
5813,41,5813,34,2638,4,2
5814,42,5814,34,2639,2,1
5814,43,5814,202,2641,3,1
5814,44,5814,32,2642,3,2
5814,45,5814,35,2640,3,2
5814,46,5814,32,2642,4,2
5814,47,5814,36,2643,3,1
5814,48,5814,202,2641,4,1
5814,49,5814,193,2645,4,1
5814,50,5814,202,2641,5,1
5814,51,5814,32,2642,5,2
5814,52,5814,36,2643,6,1
5814,53,5814,200,2644,2,1
5814,191,5814,36,2643,4,1
5814,192,5814,36,2643,5,1
5819,35,5819,4,2646,2,1
5820,36,5820,7,2648,5,1
5821,32,5821,173,2650,2,1
5826,38,5826,32,2652,3,2
5826,39,5826,36,2653,2,1
5826,40,5826,32,2652,4,2
5826,183,5826,182,2651,2,1
5826,184,5826,182,2651,3,1
5826,185,5826,182,2651,5,1
5826,188,5826,182,2651,4,1
5826,189,5826,182,2651,6,1
5834,35,5834,32,2654,5,2
5834,187,5834,32,2654,4,2
5835,37,5835,173,2655,3,1
5839,32,5839,30,2656,2,1
5839,33,5839,177,2657,3,2
5841,40,5841,185,2658,5,2
5849,50,5849,936,2659,2,5
5849,51,5849,185,2661,3,1
5849,52,5849,936,2659,3,5
5849,53,5849,185,2661,4,1
5849,186,5849,185,2661,2,1
5853,46,5853,34,2663,5,2
5853,47,5853,33,2662,5,1
5853,48,5853,191,2665,2,1
5853,49,5853,33,2662,6,1
5853,50,5853,33,2662,7,1
5853,197,5853,34,2663,4,2
5858,42,5858,179,2667,3,1
5858,43,5858,33,2668,4,1
5858,44,5858,37,2670,2,1
5858,194,5858,186,2669,3,1
5861,39,5861,32,2674,2,1
5861,40,5861,34,2673,2,1
5861,41,5861,34,2673,3,1
5861,42,5861,32,2674,3,1
5863,45,5863,33,2675,3,1
5863,46,5863,33,2675,4,1
5863,47,5863,33,2675,5,1
5863,48,5863,37,2677,3,2
5863,49,5863,38,2678,2,1
5863,50,5863,44,2675,6,2
5863,51,5863,38,2678,3,1
5871,31,5871,172,2680,3,1
5871,32,5871,172,2680,4,1
5871,33,5871,175,2682,2,1
5871,34,5871,170,2681,3,2
5871,173,5871,175,2682,3,1
5872,42,5872,31,2683,3,1
5872,43,5872,5,2684,2,1
5872,44,5872,35,2685,3,1
5872,45,5872,36,2686,2,1
5872,46,5872,36,2686,3,1
5872,47,5872,36,2686,4,1
5872,48,5872,181,2687,4,2
5872,180,5872,181,2687,3,2
5874,35,5874,30,2689,2,1
5874,36,5874,30,2689,3,1
5876,35,5876,31,2690,2,1
5876,36,5876,31,2690,3,1
5897,33,5897,31,2692,3,2
5897,34,5897,32,2691,4,3
5897,35,5897,31,2692,4,2
5898,39,5898,31,2693,2,1
5898,40,5898,31,2693,3,1
5899,33,5899,1,2694,2,1
5899,34,5899,32,2695,2,1
5900,41,5900,175,2696,2,1
5901,46,5901,38,2697,5,1
5901,47,5901,38,2697,6,1
5904,54,5904,38,2701,3,1
5904,55,5904,176,2699,4,2
5904,56,5904,37,2700,3,1
5904,57,5904,37,2700,4,1
5904,62,5904,216,2702,3,2
5904,63,5904,213,2705,4,2
5904,64,5904,221,2703,5,2
5904,65,5904,216,2702,4,2
5904,66,5904,185,2704,3,1
5904,67,5904,185,2704,4,1
5904,68,5904,40,2706,4,2
5904,69,5904,216,2702,5,2
5904,220,5904,40,2706,3,2
5904,244,5904,38,2701,5,1
5909,39,5909,182,2708,2,1
5909,40,5909,182,2708,3,1
5909,41,5909,37,2707,2,1
5909,194,5909,183,2709,2,1
5909,195,5909,183,2709,3,1
5909,196,5909,183,2709,4,1
5909,197,5909,183,2709,5,1
5916,40,5916,34,2712,3,2
5916,41,5916,30,2711,2,1
5916,43,5916,7,2710,2,1
5916,44,5916,181,2714,2,1
5916,47,5916,34,2712,4,2
5916,48,5916,181,2714,3,1
5916,49,5916,181,2714,4,1
5916,51,5916,34,2712,5,2
5916,52,5916,188,2713,3,1
5921,33,5921,172,2716,4,2
5921,34,5921,172,2716,5,2
5921,35,5921,172,2716,6,2
5922,44,5922,34,2722,2,1
5922,45,5922,213,2717,3,2
5922,46,5922,38,2719,3,1
5922,47,5922,213,2717,4,2
5922,48,5922,36,2726,3,2
5922,49,5922,200,2732,2,1
5922,50,5922,30,2721,2,1
5922,51,5922,34,2722,3,1
5922,52,5922,259,2730,6,2
5922,54,5922,42,2731,2,1
5922,55,5922,202,2729,2,1
5922,56,5922,199,2727,2,1
5922,57,5922,204,2733,2,1
5922,58,5922,231,2734,3,1
5922,59,5922,254,2728,4,2
5922,60,5922,200,2732,3,1
5922,61,5922,205,2719,4,2
5922,62,5922,34,2722,4,1
5922,63,5922,36,2726,4,2
5922,64,5922,204,2733,3,1
5922,65,5922,201,2718,2,1
5922,66,5922,208,2725,2,1
5922,67,5922,208,2725,3,1
5922,68,5922,42,2731,3,1
5922,222,5922,221,2724,3,2
5922,246,5922,178,2723,2,1
5922,247,5922,221,2724,4,2
5922,250,5922,178,2723,3,1
5922,251,5922,178,2723,4,1
5922,255,5922,254,2728,3,2
5925,43,5925,4,2737,3,2
5925,44,5925,177,2739,2,1
5925,46,5925,39,2738,3,2
5925,49,5925,33,2735,3,1
5925,52,5925,39,2738,4,2
5925,55,5925,176,2740,2,1
5925,193,5925,41,2741,2,1
5925,194,5925,41,2741,3,1
5926,37,5926,174,2742,3,2
5926,38,5926,6,2744,3,1
5926,39,5926,171,2743,5,2
5938,35,5938,181,2747,2,1
5938,36,5938,31,2745,4,1
5938,37,5938,170,2746,2,1
5938,186,5938,185,2748,2,1
5940,33,5940,30,2750,3,2
5940,34,5940,31,2751,3,2
5940,35,5940,30,2750,4,2
5940,36,5940,31,2751,4,2
5940,37,5940,31,2751,5,2
5942,41,5942,184,2755,2,1
5942,42,5942,184,2755,3,1
5942,175,5942,9,2754,2,1
5959,39,5959,182,2758,4,2
5959,40,5959,36,2759,2,1
5959,43,5959,36,2759,3,1
5959,183,5959,182,2758,3,2
5960,51,5960,33,2761,2,1
5960,54,5960,35,2764,5,1
5960,56,5960,30,2763,3,1
5960,57,5960,36,2765,2,1
5960,58,5960,36,2765,3,1
5960,61,5960,39,2766,4,1
5960,193,5960,35,2764,3,1
5960,194,5960,35,2764,4,1
5962,33,5962,30,2768,3,2
5962,34,5962,30,2768,4,2
5965,39,5965,184,2771,2,1
5965,40,5965,177,2770,2,1
5965,41,5965,177,2770,3,1
5965,42,5965,184,2771,3,1
5965,48,5965,179,2773,2,1
5969,35,5969,31,2775,3,2
5969,36,5969,31,2775,4,2
5977,37,5977,178,2776,3,2
5984,37,5984,179,2778,2,1
5984,38,5984,34,2779,3,1
5984,181,5984,34,2779,2,1
5987,193,5987,5,2780,2,1
5990,38,5990,33,2784,5,2
5990,39,5990,33,2784,3,2
5990,40,5990,4,2781,2,1
5990,42,5990,176,2786,3,2
5990,43,5990,33,2784,4,2
5990,44,5990,181,2785,3,2
5990,47,5990,37,2790,2,1
5990,183,5990,3,2782,3,1
5994,33,5994,30,2791,2,1
5995,45,5995,31,2794,2,1
5995,46,5995,30,2793,2,1
5995,47,5995,171,2795,2,1
5995,48,5995,171,2795,3,1
5995,49,5995,171,2795,4,1
5995,50,5995,173,2796,2,1
5995,51,5995,35,2797,2,1
5995,52,5995,173,2796,3,1
5995,53,5995,35,2797,3,1
5995,54,5995,173,2796,4,1
5995,55,5995,38,2798,3,2
5995,56,5995,34,2799,2,1
6009,34,6009,4,2802,3,2
6009,35,6009,176,2803,4,2
6026,38,6026,172,2804,2,1
6028,47,6028,43,2806,2,1
6028,48,6028,43,2806,3,1
6028,49,6028,43,2806,4,1
6028,50,6028,43,2806,5,1
6028,51,6028,188,2808,3,1
6028,52,6028,188,2808,4,1
6028,53,6028,181,2809,2,1
6028,54,6028,43,2806,6,1
6028,55,6028,189,2812,2,1
6028,56,6028,189,2812,3,1
6028,57,6028,188,2808,5,1
6028,58,6028,182,2810,2,1
6028,59,6028,181,2809,3,1
6028,60,6028,46,2807,3,1
6028,61,6028,189,2812,4,1
6028,62,6028,182,2810,3,1
6028,65,6028,46,2807,4,1
6028,66,6028,181,2809,4,1
6028,187,6028,193,2811,2,1
6030,39,6030,33,2814,2,1
6030,40,6030,183,2815,5,1
6030,41,6030,32,2816,3,2
6030,42,6030,33,2814,3,1
6030,43,6030,32,2816,4,2
6030,44,6030,32,2816,5,2
6030,45,6030,35,2813,2,1
6030,47,6030,202,2817,5,2
6040,38,6040,35,2819,2,1
6041,41,6041,3,2820,2,1
6051,40,6051,4,2822,2,1
6051,42,6051,35,2824,2,1
6051,43,6051,35,2824,3,1
6051,44,6051,200,2825,2,1
6051,45,6051,35,2824,4,1
6051,46,6051,35,2824,5,1
6051,47,6051,35,2824,6,1
6051,199,6051,3,2823,3,1
6053,38,6053,31,2828,3,1
6054,34,6054,30,2830,4,2
6064,42,6064,34,2834,2,1
6064,44,6064,4,2831,2,1
6064,45,6064,34,2834,3,1
6064,49,6064,34,2834,4,1
6064,50,6064,38,2836,6,1
6064,51,6064,38,2836,7,1
6064,193,6064,192,2835,2,1
6064,194,6064,192,2835,3,1
6069,30,6069,171,2838,2,1
6069,31,6069,175,2839,2,1
6073,39,6073,31,2840,2,1
6073,40,6073,33,2842,2,1
6073,41,6073,33,2842,3,1
6073,42,6073,34,2841,2,1
6086,32,6086,31,2844,3,2
6093,46,6093,173,2848,5,2
6093,50,6093,35,2849,2,1
6093,52,6093,173,2848,6,2
6093,53,6093,35,2849,3,1
6093,56,6093,173,2848,7,2
6093,57,6093,33,2850,2,1
6093,172,6093,181,2847,1,2
6103,44,6103,35,2851,4,2
6103,45,6103,40,2852,2,1
6103,46,6103,35,2851,5,2
6103,48,6103,35,2851,6,2
6103,49,6103,40,2852,3,1
6103,187,6103,35,2851,3,2
6103,191,6103,34,2855,2,1
6103,196,6103,197,2854,3,2
6107,49,6107,8,2863,2,5
6107,51,6107,8,2863,3,5
6107,52,6107,8,2863,4,5
6107,53,6107,33,2857,3,2
6107,54,6107,33,2857,4,2
6107,55,6107,192,2858,2,1
6107,56,6107,190,2859,2,1
6107,57,6107,211,2864,3,2
6107,58,6107,204,2860,6,2
6107,59,6107,191,2861,2,1
6107,61,6107,211,2864,4,2
6107,209,6107,190,2859,3,1
6110,48,6110,44,2865,4,2
6110,49,6110,44,2865,5,2
6110,50,6110,40,2866,2,1
6110,51,6110,43,2867,2,1
6112,37,6112,194,2870,3,1
6112,38,6112,194,2870,4,1
6112,39,6112,173,2868,5,2
6112,40,6112,203,2869,3,2
6112,41,6112,34,2925,3,2
6112,42,6112,203,2869,4,2
6114,57,6114,185,2871,3,2
6114,58,6114,212,2873,3,2
6114,61,6114,189,2875,2,1
6114,62,6114,189,2875,3,1
6114,64,6114,185,2871,4,2
6114,218,6114,49,2874,2,1
6115,55,6115,15,2878,3,1
6115,56,6115,186,2880,3,2
6115,58,6115,198,2884,2,1
6115,59,6115,199,2885,2,1
6115,61,6115,198,2884,3,1
6115,63,6115,186,2880,4,2
6115,64,6115,198,2884,4,1
6115,66,6115,51,2881,2,1
6115,67,6115,206,2886,2,1
6115,200,6115,199,2885,3,1
6120,35,6120,195,2887,2,1
6120,36,6120,8,2888,2,1
6121,64,6121,34,2889,2,1
6121,65,6121,35,2890,4,2
6121,66,6121,35,2890,5,2
6121,67,6121,34,2889,3,1
6121,68,6121,35,2890,6,2
6121,72,6121,52,2898,2,1
6121,73,6121,52,2898,4,1
6121,74,6121,52,2898,3,1
6121,75,6121,177,2894,2,1
6121,76,6121,177,2894,3,1
6121,77,6121,234,2899,3,1
6121,78,6121,52,2898,5,1
6121,205,6121,201,2891,3,1
6121,212,6121,226,2896,2,1
6121,223,6121,39,2893,5,2
6121,224,6121,39,2893,3,2
6121,225,6121,39,2893,4,2
6121,235,6121,234,2899,2,1
6125,38,6125,37,2902,2,1
6125,39,6125,31,2900,3,2
6125,199,6125,198,2901,8,5
6125,200,6125,198,2901,9,5
6125,201,6125,198,2901,10,5
6127,41,6127,180,2903,2,1
6127,43,6127,187,2904,5,2
6127,44,6127,35,2905,2,1
6127,45,6127,195,2907,2,1
6127,46,6127,35,2905,3,1
6127,47,6127,191,2908,5,2
6127,186,6127,187,2904,3,2
6127,193,6127,191,2908,4,2
6129,38,6129,175,2910,4,1
6150,37,6150,183,2912,3,2
6150,38,6150,32,2913,4,1
6150,189,6150,32,2913,3,1
6154,37,6154,33,2915,3,2
6157,32,6157,3,2916,3,1
6159,41,6159,173,2918,2,1
6159,42,6159,180,2917,3,1
6159,43,6159,180,2917,4,1
6159,44,6159,180,2917,5,1
6159,45,6159,180,2917,6,1
6159,46,6159,173,2918,3,1
6159,47,6159,173,2918,4,1
6159,48,6159,180,2917,7,1
6159,49,6159,173,2918,5,1
6159,50,6159,33,2921,3,1
6159,51,6159,180,2917,8,1
6159,52,6159,173,2918,6,1
6159,53,6159,173,2918,7,1
6159,54,6159,33,2921,4,1
6159,55,6159,180,2917,9,1
6159,56,6159,173,2918,8,1
6159,57,6159,33,2921,5,1
6159,58,6159,173,2918,9,1
6159,60,6159,187,2920,2,1
6161,35,6161,31,2922,2,1
6165,38,6165,36,2924,2,1
6165,39,6165,177,2923,2,1
6165,40,6165,36,2924,3,1
6165,41,6165,36,2924,4,1
6166,64,6166,40,2926,4,2
6166,65,6166,38,2929,3,1
6166,66,6166,12,2927,2,1
6166,67,6166,38,2929,2,1
6166,68,6166,181,2934,3,1
6166,69,6166,46,2930,3,1
6166,71,6166,50,2931,2,1
6166,72,6166,52,2933,2,1
6166,75,6166,53,2936,5,1
6166,182,6166,181,2934,2,1
6166,187,6166,186,2932,3,2
6166,195,6166,53,2936,3,1
6166,196,6166,53,2936,4,1
6171,199,6171,4,2938,3,1
6171,200,6171,4,2938,4,1
6179,42,6179,170,2940,5,2
6179,45,6179,181,2942,4,2
6187,42,6187,180,2943,2,1
6187,43,6187,180,2943,3,1
6187,44,6187,37,2944,3,2
6187,46,6187,37,2944,4,2
6187,47,6187,179,2946,3,1
6187,183,6187,179,2946,2,1
6191,32,6191,170,2948,3,2
6191,33,6191,179,2949,3,2
6191,34,6191,6,2947,3,2
6191,35,6191,188,2950,3,2
6191,36,6191,31,2951,3,1
6191,37,6191,31,2951,4,1
6200,42,6200,31,2953,2,1
6200,43,6200,31,2953,3,1
6203,39,6203,189,2954,2,1
6203,40,6203,189,2954,3,1
6203,41,6203,182,2955,2,1
6203,44,6203,182,2955,3,1
6203,45,6203,182,2955,4,1
6205,43,6205,179,2961,2,1
6205,45,6205,31,2960,2,1
6205,46,6205,179,2961,3,1
6205,47,6205,180,2964,2,1
6205,48,6205,31,2960,4,1
6205,49,6205,180,2964,3,1
6205,51,6205,179,2961,4,1
6205,52,6205,40,2963,2,1
6205,53,6205,182,2965,3,2
6205,201,6205,10,2962,3,1
6210,41,6210,30,2967,3,1
6210,42,6210,30,2967,4,1
6210,44,6210,198,2970,2,1
6210,45,6210,207,2971,2,1
6210,46,6210,35,2968,3,2
6210,205,6210,204,2969,3,2
6210,206,6210,204,2969,4,2
6212,43,6212,30,2976,3,1
6212,46,6212,37,2972,2,1
6212,47,6212,30,2976,4,1
6212,48,6212,180,2977,3,1
6212,179,6212,180,2977,2,1
6212,185,6212,30,2976,5,1
6212,186,6212,30,2976,2,1
6217,37,6217,31,2980,2,1
6217,184,6217,35,2981,3,1
6228,38,6228,36,2983,3,2
6228,39,6228,36,2983,4,2
6228,181,6228,30,2982,3,1
6228,188,6228,187,2984,5,2
6229,35,6229,31,2985,2,1
6231,43,6231,31,2986,2,1
6231,45,6231,36,2988,2,1
6231,46,6231,184,2989,2,1
6231,47,6231,37,2987,2,1
6231,49,6231,36,2988,3,1
6231,50,6231,185,2990,3,1
6232,50,6232,213,2997,1,3
6232,51,6232,197,2993,2,1
6232,53,6232,196,2996,2,1
6232,54,6232,197,2993,3,1
6232,55,6232,200,2992,3,1
6232,56,6232,43,2991,2,1
6232,57,6232,207,2995,2,1
6232,198,6232,213,2997,2,3
6232,201,6232,200,2992,2,1
6233,38,6233,33,3000,2,1
6233,39,6233,32,2999,3,2
6233,41,6233,33,3000,4,1
6233,43,6233,179,2998,4,2
6233,44,6233,32,2999,4,2
6233,185,6233,183,3001,3,1
6243,31,6243,30,3002,3,2
6243,32,6243,30,3002,4,2
6262,39,6262,30,3003,4,1
6262,40,6262,30,3003,5,1
6262,41,6262,30,3003,6,1
6287,46,6287,938,3010,1,2
6287,47,6287,32,3006,3,2
6287,48,6287,37,3009,2,1
6287,50,6287,33,3008,3,2
6287,51,6287,37,3009,3,1
6287,52,6287,41,3005,3,2
6287,53,6287,42,3011,2,1
6316,184,6316,30,3012,4,1
6316,185,6316,30,3012,3,1
6335,39,6335,31,3014,3,1
6335,40,6335,31,3014,4,1
6335,42,6335,32,3015,2,1
6335,43,6335,33,3017,2,1
6335,44,6335,31,3014,5,1
6335,45,6335,31,3014,6,1
6335,46,6335,33,3017,3,1
6335,178,6335,12,3013,4,3
6357,36,6357,31,3018,3,2
6357,38,6357,31,3018,4,2
6358,44,6358,33,3020,2,1
6365,60,6365,43,3026,2,1
6365,62,6365,9,3021,2,1
6365,63,6365,46,3027,3,1
6365,64,6365,42,3029,4,2
6365,65,6365,43,3026,3,1
6365,66,6365,43,3026,4,1
6365,67,6365,53,3022,4,3
6365,68,6365,46,3027,4,1
6365,69,6365,197,3028,6,1
6365,70,6365,43,3026,5,1
6365,71,6365,46,3027,5,1
6365,192,6365,42,3029,7,2
6365,193,6365,42,3029,3,2
6365,198,6365,197,3028,2,1
6365,199,6365,197,3028,3,1
6365,200,6365,197,3028,4,1
6365,201,6365,197,3028,5,1
6365,207,6365,42,3029,5,2
6366,34,6366,32,3030,4,1
6366,35,6366,32,3030,3,1
6367,37,6367,31,3031,3,2
6367,38,6367,31,3031,4,2
6367,39,6367,31,3031,5,2
6368,36,6368,31,3037,2,1
6368,37,6368,31,3037,3,1
6368,38,6368,35,3033,2,1
6368,39,6368,175,3034,2,1
6368,40,6368,34,3035,2,1
6370,43,6370,9,3038,2,1
