KIDS,TAS,KID14,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,ER30000,ER30001,ER30002,ER31987,ER31988,ER31989,ER31990,ER31991,ER31992,ER31993,ER31994,ER31995,ER31996,ER31997,ER32000,ER32001,ER32002,ER32003,ER32004,ER32005,ER32006,ER32007,ER32008,ER32009,ER32010,ER32011,ER32012,ER32013,ER32014,ER32015,ER32016,ER32017,ER32018,ER32019,ER32020,ER32021,ER32022,ER32023,ER32024,ER32025,ER32026,ER32027,ER32028,ER32029,ER32030,ER32031,ER32032,ER32033,ER32034,ER32035,ER32036,ER32037,ER32038,ER32039,ER32040,ER32041,ER32042,ER32043,ER32044,ER32045,ER32046,ER32047,ER32048,ER32049,ER32050,ER32051,ER32052,ER32053,ER33801,ER33802,ER33803,TA050001,TA050937,ER33901,ER33902,ER33903,TA070001,TA070918,ER34001,ER34002,ER34003,TA090001,TA090982,ER34101,ER34102,ER34103,TA110001,TA111124,ER34201,ER34202,ER34203,TA130001,TA131216,P14REL,ER34301,ER34302,ER34303,TA150001,TA151276,ER34501,ER34502,ER34503,TA170001,TA171974
,4,,1,1,1,1,,,,2,2246,30,0,0,0,0,0,0,0,0,0,17,1,1,1,0,1,1,1,2,2019,1986,2246,176,1961,1,1,998,1,2246,4,1957,1,1,2011,0,99,9999,99,9999,99,9999,99,9999,99,9999,2011,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6610,1,10,5,5,2122,1,10,4,5,7733,1,10,3,6,8065,1,10,2,3,0,0,0,,,,0,0,0,,,0,0,0,,
1,1,1.1,,,,,,,1,2,2246,31,0,0,0,0,0,0,0,0,0,17,1,2,1,1,1,0,0,2,2019,2017,2246,5,1961,1,1,134,1,2246,177,1960,1,1,2015,0,99,9999,99,9999,99,9999,99,9999,99,9999,2015,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2760,3,30,,,4830,3,30,,,2700,3,30,,,5434,3,30,,,3576,3,30,,,2,3717,3,30,,,314,51,30,2,6
,1,,,,,,,,1,2,2246,181,0,0,0,0,0,0,0,0,0,17,1,1,1,1,1,1,1,3,2013,1996,2246,3,1955,2,2,998,1,2246,179,1950,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6903,4,30,,,5791,4,30,,,3513,52,30,,,8302,51,30,,,9076,73,30,,,,6277,1,10,,,881,1,10,2,5
,4,,,,,1,1,1,1,2,2248,33,0,5,0,0,0,0,0,0,0,7,1,2,1,1,1,0,0,2,2017,2013,2248,172,1974,2,1,106,1,2248,31,1974,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1971,3,30,,,134,3,30,,,5703,3,30,,,5064,3,30,2,5,2287,51,30,2,6,,2342,52,30,2,4,4537,52,30,2,5
,3,,,,,,1,1,1,2,2248,34,0,0,0,0,0,0,0,0,0,7,1,2,1,1,1,0,0,2,2017,2015,2248,172,1974,2,2,142,1,2248,31,1974,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1971,4,30,,,134,4,30,,,5703,4,30,,,5064,4,30,,,2287,3,30,2,6,,2342,51,30,2,6,4537,51,30,2,6
1,1,1.1,,,,,,,1,2,2248,35,0,0,0,0,0,0,0,0,0,7,1,2,1,0,1,0,1,2,0,0,2248,32,1978,4,1,116,2,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2318,3,30,,,169,3,30,,,4534,2,30,,,5146,3,30,,,7972,3,33,,,2,4307,3,33,,,5963,3,33,2,4
1,,1.1,,,,,,,,2,2248,36,0,0,0,0,0,0,0,0,0,7,1,2,1,1,1,0,1,2,2019,2019,2248,32,1978,4,2,106,2,2248,177,1968,1,1,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2318,4,30,,,169,4,30,,,4534,3,30,,,5146,4,30,,,7972,4,33,,,2,4307,4,33,,,5963,4,33,,
1,,1.1,,,,,,,,2,2248,37,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,2,0,0,2248,2,1968,2,1,108,5,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4406,2,30,,,184,2,30,,,6104,2,30,,,7037,2,30,,,5757,2,30,,,2,7890,2,30,,,8177,2,30,,
1,,1.1,,,,,,,,2,2248,38,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,2,0,0,2248,2,1968,2,2,99,5,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4406,3,30,,,184,3,30,,,6104,3,30,,,7037,3,30,,,5757,3,30,,,2,7890,3,30,,,8177,3,30,,
1,,1.1,,,,,,,,2,2248,41,0,0,0,0,0,0,0,0,0,7,1,2,1,0,1,0,1,2,0,0,2248,32,1978,4,3,105,1,2248,177,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2318,0,0,,,169,0,0,,,4534,4,30,,,5146,5,30,,,7972,5,33,,,2,4307,5,33,,,5963,5,33,,
,3,,1,1,1,,,,,2,2250,41,0,5,0,0,0,0,0,0,0,7,1,1,1,1,1,0,1,2,2019,2005,2250,173,1954,2,2,995,1,2250,5,1953,2,2,2011,0,99,9999,99,9999,99,9999,99,9999,99,9999,2011,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2334,51,30,5,5,5488,1,10,4,5,2328,1,10,3,5,5433,1,10,,,0,0,0,,,,0,0,0,,,0,0,0,,
,5,,,1,1,1,1,1,,2,2250,42,0,5,0,0,0,0,0,0,0,7,1,2,1,0,1,0,0,2,0,0,2250,6,1955,4,4,114,1,2250,172,1953,4,4,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2998,3,33,,,4349,3,33,4,4,5230,1,10,3,5,5288,1,10,2,4,3670,1,10,2,3,,5993,1,10,2,4,5351,2,22,,
,6,,,1,1,1,1,1,1,2,2250,44,0,5,0,0,0,0,0,0,0,7,1,2,1,1,1,0,0,2,2013,2011,2250,170,1952,3,3,112,1,2250,4,1952,3,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3177,4,30,,,5392,3,30,4,5,2458,3,30,3,5,5371,51,30,2,5,691,51,30,2,5,,6949,1,10,2,5,9150,1,10,2,5
,1,,,,,,,,1,2,2250,45,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,0,1,2,2015,1999,2250,181,1977,4,1,98,1,2250,176,1970,4,1,2019,1,7,2017,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2017,1968,0,6341,3,30,,,8093,3,30,,,8603,3,30,,,8730,3,30,,,8488,3,30,,,,0,0,0,,,8121,1,10,2,4
1,,1.1,,,,,,,,2,2250,47,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,2,0,0,2250,31,1976,2,1,120,1,2250,182,1977,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1294,3,30,,,4669,3,30,,,3041,3,30,,,6918,3,30,,,572,3,30,,,2,4343,3,30,,,6712,3,30,,
1,,1.1,,,,,,,,2,2250,48,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,2,0,0,2250,32,1977,5,1,144,4,2250,190,1977,6,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2470,3,30,,,5009,3,30,,,2237,3,30,,,5496,3,30,,,3409,3,30,,,2,947,3,30,,,4883,3,30,,
1,,1.1,,,,,,,,2,2250,49,0,0,0,0,0,0,0,0,0,7,1,2,1,0,1,0,0,2,0,0,2250,38,1981,3,1,132,1,2250,188,1978,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7380,0,0,,,6236,3,30,,,3612,3,30,,,7698,3,30,,,8361,3,30,,,2,7462,3,30,,,7643,3,30,,
1,,1.1,,,,,,,,2,2250,50,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,2,0,0,2250,38,1981,3,2,147,1,2250,188,1978,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7380,0,0,,,6236,4,30,,,3612,4,30,,,7698,4,30,,,8361,4,30,,,2,7462,4,30,,,7643,4,30,,
1,,1.1,,,,,,,,2,2250,52,0,0,0,0,0,0,0,0,0,7,1,2,1,0,1,0,0,2,0,0,2250,184,1972,1,1,126,1,2250,30,1971,1,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,3296,0,0,,,6413,0,0,,,2828,3,30,,,8082,3,30,,,1265,3,30,,,2,3790,3,30,,,8299,3,30,,
1,,1.1,,,,,,,,2,2250,53,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,2,0,0,2250,31,1976,2,2,132,1,2250,182,1977,2,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,1294,0,0,,,4669,0,0,,,3041,4,30,,,6918,4,30,,,572,4,30,,,2,4343,4,30,,,6712,4,30,,
1,,1.1,,,,,,,,2,2250,54,0,0,0,0,0,0,0,0,0,7,1,2,1,0,1,0,0,2,0,0,2250,32,1977,5,2,139,1,2250,190,1977,6,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2470,0,0,,,5009,0,0,,,2237,5,30,,,5496,5,30,,,3409,5,30,,,2,947,5,30,,,4883,4,30,,
1,,1.1,,,,,,,,2,2250,56,0,0,0,0,0,0,0,0,0,7,1,2,1,0,1,0,0,2,0,0,2250,32,1977,5,3,141,1,2250,190,1977,6,4,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2470,0,0,,,5009,0,0,,,2237,0,0,,,5496,6,30,,,3409,6,30,,,2,947,6,30,,,4883,5,30,,
1,,1.1,,,,,,,,2,2250,60,0,0,0,0,0,0,0,0,0,7,1,2,1,0,1,0,0,2,0,0,2250,32,1977,5,4,134,1,2250,190,1977,6,5,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2470,0,0,,,5009,0,0,,,2237,0,0,,,5496,0,0,,,3409,7,30,,,2,947,7,30,,,4883,6,30,,
1,,1.1,,,,,,,,2,2250,61,0,0,0,0,0,0,0,0,0,7,1,2,1,0,1,0,0,2,0,0,2250,38,1981,3,3,117,1,2250,188,1978,3,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7380,0,0,,,6236,0,0,,,3612,0,0,,,7698,0,0,,,8361,5,30,,,2,7462,5,30,,,7643,5,30,,
,1,,1,,,,,,,2,2251,35,0,5,0,0,0,0,0,0,0,7,1,1,1,0,1,0,1,2,2019,2003,2251,3,1953,5,4,120,1,2251,171,1946,5,4,2005,0,99,9999,99,9999,99,9999,99,9999,99,9999,2005,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6810,3,30,5,4,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,0,0,0,,,0,0,0,,
,1,,,,,,,,1,2,2251,38,0,5,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,2,0,0,2251,5,1959,3,2,127,1,2251,172,1961,3,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,631,3,30,,,5142,2,30,,,5844,2,30,,,6216,2,30,,,5502,2,30,,,,2141,2,30,,,2878,1,10,2,5
,1,,,,,,,,1,2,2251,39,0,5,0,0,0,0,0,0,0,7,1,2,1,1,1,0,1,2,2019,2009,2251,5,1959,3,3,115,1,2251,172,1961,3,3,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,631,4,30,,,5142,3,30,,,5844,51,30,,,6216,3,30,,,5502,3,30,,,,2141,51,30,,,3276,1,10,2,4
1,,1.1,,,,,,,,2,2253,33,0,0,0,0,0,0,0,0,0,29,2,1,1,0,1,0,0,2,0,0,2253,172,1983,3,1,103,1,2253,32,1982,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7162,0,0,,,1535,0,0,,,7437,0,0,,,5940,3,30,,,2613,3,30,,,2,6286,3,30,,,8869,3,30,,
1,,1.1,,,,,,,,2,2253,34,0,0,0,0,0,0,0,0,0,29,2,2,1,0,1,0,0,2,0,0,2253,172,1983,3,2,108,1,2253,32,1982,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7162,0,0,,,1535,0,0,,,7437,0,0,,,5940,0,0,,,2613,4,30,,,2,6286,4,30,,,8869,4,30,,
1,1,1.1,,,,,,,1,2,2255,33,0,0,0,0,0,0,0,0,0,29,2,2,1,1,1,0,0,2,2019,2019,2255,170,1974,2,1,112,1,2255,30,1974,2,1,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6962,3,30,,,6247,3,30,,,5282,3,30,,,7603,3,30,,,3371,3,30,,,2,5498,3,30,,,2399,3,30,2,6
1,,1.1,,,,,,,,2,2255,34,0,0,0,0,0,0,0,0,0,29,2,2,1,1,1,0,0,2,2019,2019,2255,170,1974,2,2,132,1,2255,30,1974,2,2,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6962,4,30,,,6247,4,30,,,5282,4,30,,,7603,4,30,,,3371,4,30,,,2,5498,4,30,,,2399,4,30,,
1,1,1.1,,,,,,,1,2,2256,32,0,0,0,0,0,0,0,0,0,29,2,1,1,0,1,0,1,2,0,0,2256,174,1970,4,2,154,8,2256,30,1973,3,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1227,4,30,,,2817,4,30,,,2001,3,30,,,5097,3,30,,,5090,3,30,,,2,4898,3,30,,,2585,3,30,2,6
1,,1.1,,,,,,,,2,2256,33,0,0,0,0,0,0,0,0,0,29,2,1,1,0,1,0,1,2,0,0,2256,174,1970,4,3,157,8,2256,30,1973,3,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1227,5,30,,,2817,5,30,,,2001,4,30,,,5097,4,30,,,5090,4,30,,,2,4898,4,30,,,2585,4,30,,
1,,1.1,,,,,,,,2,2256,34,0,0,0,0,0,0,0,0,0,29,2,1,1,0,1,0,1,2,2019,2019,2256,31,1975,2,1,112,1,2256,176,1976,2,1,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3579,3,30,,,4223,3,30,,,4841,3,30,,,6400,3,30,,,4885,3,30,,,2,8794,3,30,,,3414,3,30,,
1,,1.1,,,,,,,,2,2256,35,0,0,0,0,0,0,0,0,0,29,2,1,1,0,1,0,1,2,0,0,2256,174,1970,4,4,116,8,2256,30,1973,3,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,1227,6,30,,,2817,6,30,,,2001,5,30,,,5097,5,30,,,5090,5,30,,,2,4898,5,30,,,2585,5,30,,
1,,1.1,,,,,,,,2,2256,36,0,0,0,0,0,0,0,0,0,29,2,1,1,0,1,0,1,2,2019,2019,2256,31,1975,2,2,107,1,2256,176,1976,2,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,3579,4,30,,,4223,4,30,,,4841,4,30,,,6400,4,30,,,4885,4,30,,,2,8794,4,30,,,3414,4,30,,
,3,,1,,1,1,,,,2,2260,31,0,5,0,0,0,0,0,0,0,2,1,2,1,1,1,0,1,2,2019,2005,2260,6,1961,3,1,94,1,2260,172,1957,3,1,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1065,51,30,5,5,3343,1,10,,,2915,1,10,3,4,5404,2,22,2,5,7466,2,22,,,,1612,2,22,,,4754,1,10,,
,5,,1,1,1,1,1,,,2,2260,33,0,5,0,0,0,0,0,0,0,2,1,2,1,1,1,0,0,2,2007,2007,2260,173,1967,3,2,128,1,2260,4,1965,3,2,2019,2,6,2013,2,2016,99,9999,99,9999,99,9999,2019,1,8,2009,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2017,1968,0,7891,3,30,5,6,1764,51,30,4,6,6638,1,10,3,6,3967,2,20,2,6,2569,2,20,2,6,,2094,2,20,,,4133,2,20,,
,2,,,,1,1,,,,2,2260,35,0,5,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,2,2013,2009,2260,6,1961,3,3,135,1,2260,172,1957,3,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1065,3,30,,,829,3,30,,,6192,51,30,3,5,7825,1,10,2,6,0,0,0,,,,7332,1,10,,,8650,1,10,,
,6,,,1,1,1,1,1,1,2,2260,36,0,5,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,2,0,0,2260,173,1967,3,3,120,1,2260,4,1965,3,3,2019,4,6,2008,9,2012,9,2010,7,2009,99,9999,2019,1,7,2007,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2013,1968,0,7891,4,30,,,1764,3,30,4,4,4245,2,20,3,4,3662,2,20,2,4,1605,2,20,2,5,,4079,2,20,2,3,4213,2,20,2,3
1,,1.1,,,,,,,,2,2260,37,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,2,0,0,2260,177,1987,2,1,132,2,2260,34,1987,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,1065,0,0,,,829,0,0,,,7359,3,30,,,7090,3,30,,,8506,3,30,,,2,8608,2,30,,,8412,2,30,,
1,,1.1,,,,,,,,2,2260,38,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,2,0,0,2260,36,1989,4,1,117,1,2260,178,1988,4,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7891,0,0,,,1764,0,0,,,4245,3,30,,,3662,3,30,,,1605,3,30,,,2,4079,3,30,,,4213,3,30,,
1,,1.1,,,,,,,,2,2260,39,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,2,0,0,2260,36,1989,4,2,127,1,2260,178,1988,4,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7891,0,0,,,1764,0,0,,,4245,0,0,,,3662,4,30,,,1605,4,30,,,2,4079,4,30,,,4213,4,30,,
1,,1.1,,,,,,,,2,2260,40,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,2,0,0,2260,36,1989,4,3,133,1,2260,178,1988,4,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7891,0,0,,,1764,0,0,,,4245,0,0,,,3662,5,30,,,1605,5,30,,,2,4079,5,30,,,4213,5,30,,
1,,1.1,,,,,,,,2,2260,41,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,2,0,0,2260,177,1987,2,2,118,1,2260,34,1987,2,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,1065,0,0,,,829,0,0,,,7359,0,0,,,7090,4,30,,,8506,4,30,,,2,8608,3,30,,,8412,3,30,,
1,,1.1,,,,,,,,2,2260,42,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,2,0,0,2260,36,1989,4,4,141,1,2260,178,1988,4,4,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7891,0,0,,,1764,0,0,,,4245,0,0,,,3662,0,0,,,1605,6,30,,,2,4079,6,30,,,4213,6,30,,
,4,,1,1,1,1,,,,2,2261,33,0,5,0,0,0,0,0,0,0,2,1,2,1,1,1,0,0,2,2007,2003,2261,172,1957,2,1,995,1,2261,4,1953,4,3,2019,2,10,2012,3,2016,99,9999,99,9999,99,9999,2019,1,6,2009,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2017,1968,0,4776,51,30,5,5,46,51,30,4,5,4283,2,22,3,5,5721,2,20,2,5,1161,2,20,,,,3506,2,20,,,4662,2,20,,
,5,,,1,1,1,1,1,,2,2261,34,0,5,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,2,2009,2009,2261,172,1957,2,2,120,1,2261,4,1953,4,4,2019,1,4,2018,99,9999,99,9999,99,9999,99,9999,2019,1,9,2012,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2019,1968,0,4776,3,30,,,46,3,30,4,6,1390,51,30,3,5,6394,1,10,2,6,285,1,10,2,6,,1779,1,10,2,4,4933,1,10,,
1,1,1.1,,,,,,,1,2,2261,35,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,1,2,2019,2019,2261,30,1973,2,1,118,1,2261,173,1972,2,1,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5327,3,30,,,1784,3,30,,,1962,3,30,,,6163,3,30,,,3245,3,30,,,2,3981,3,30,,,3912,3,30,2,6
1,,1.1,,,,,,,,2,2261,36,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,2,0,0,2261,30,1973,2,2,144,1,2261,173,1972,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5327,4,30,,,1784,4,30,,,1962,4,30,,,6163,4,30,,,3245,4,30,,,2,3981,4,30,,,3912,4,30,,
1,,1.1,,,,,,,,2,2261,42,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,2,0,0,2261,33,1985,2,1,96,1,2261,177,1985,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4776,0,0,,,46,0,0,,,4283,0,0,,,5721,0,0,,,1161,3,30,,,2,3506,3,30,,,4662,3,30,,
1,,1.1,,,,,,,,2,2263,31,0,0,0,0,0,0,0,0,0,32,2,2,1,0,1,0,0,2,0,0,2263,30,1970,1,1,106,1,2263,171,1974,1,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,267,3,30,,,5128,3,30,,,7265,3,30,,,6555,3,30,,,6919,3,30,,,2,7977,3,30,,,3529,3,30,,
,4,,,1,1,1,1,,,2,2271,32,0,5,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,2,2019,2007,2271,3,1962,4,2,144,1,2271,170,1962,4,2,2005,0,99,9999,99,9999,99,9999,99,9999,99,9999,2005,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1937,4,30,,,7729,52,30,4,5,7507,51,30,3,6,8744,52,30,2,5,5543,52,30,2,5,,0,0,0,,,0,0,0,,
,4,,,,,1,1,1,1,2,2271,34,0,5,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,2,2013,2013,2271,5,1966,1,1,998,1,2271,173,1963,1,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,7,2015,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,3280,3,33,,,7764,3,33,,,7520,3,33,,,7568,3,33,2,5,8251,51,33,2,5,,8049,2,20,2,5,6265,2,20,2,5
,2,,,,,1,1,,,2,2271,35,0,5,0,0,0,0,0,0,0,1,1,2,1,1,1,0,1,2,2019,2011,2271,3,1962,4,3,127,1,2271,170,1962,4,3,2009,0,99,9999,99,9999,99,9999,99,9999,99,9999,2009,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1937,5,30,,,7729,3,30,,,7507,3,30,,,8744,51,30,2,6,5543,51,30,2,6,,0,0,0,,,0,0,0,,
1,,1.1,,,,,,,,2,2271,39,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,1,2,2017,2017,2271,31,1987,4,1,130,1,2271,177,1986,4,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,1937,0,0,,,7729,0,0,,,7958,3,30,,,6180,3,30,,,2263,3,30,,,2,2986,3,30,,,0,0,0,,
